"region","Name","output","subsector","technology","year","Difference","Rel_Dif"
"China","Policy_NoDAC","electricity","solar","CSP_storage",2095,-0.63268,-34.7020041904804
"China","Policy_NoDAC","electricity","solar","CSP_storage",2100,-0.4854,-28.0341445947351
"China","Policy_NoDAC","electricity","wind","wind",1990,0,0
"China","Policy_NoDAC","electricity","wind","wind",2005,0,0
"China","Policy_NoDAC","electricity","wind","wind",2010,0,0
"China","Policy_NoDAC","electricity","wind","wind",2015,0,0
"China","Policy_NoDAC","electricity","wind","wind",2020,3.00000000019729e-06,0.000288813390948135
"China","Policy_NoDAC","electricity","wind","wind",2025,-0.00141400000000003,-0.0836339482853578
"China","Policy_NoDAC","electricity","wind","wind",2030,-0.00250299999999992,-0.0982091639390672
"China","Policy_NoDAC","electricity","wind","wind",2035,3.377857,94.1189861468151
"China","Policy_NoDAC","electricity","wind","wind",2040,5.003427,103.349643130242
"China","Policy_NoDAC","electricity","wind","wind",2045,6.209727,106.346675261546
"China","Policy_NoDAC","electricity","wind","wind",2050,7.274294,104.434256669618
"China","Policy_NoDAC","electricity","wind","wind",2055,6.975031,86.0369178764925
"China","Policy_NoDAC","electricity","wind","wind",2060,5.919735,65.4472335697426
"China","Policy_NoDAC","electricity","wind","wind",2065,3.178745,32.844993087429
"China","Policy_NoDAC","electricity","wind","wind",2070,1.117065,11.0835554214979
"China","Policy_NoDAC","electricity","wind","wind",2075,-0.349735000000001,-3.48311451099358
"China","Policy_NoDAC","electricity","wind","wind",2080,-1.156185,-11.6666633031152
"China","Policy_NoDAC","electricity","wind","wind",2085,-1.720506,-17.9170103221614
"China","Policy_NoDAC","electricity","wind","wind",2090,-1.791871,-19.5076043764629
"China","Policy_NoDAC","electricity","wind","wind",2095,-0.956621,-10.901837750118
"China","Policy_NoDAC","electricity","wind","wind",2100,-0.228261,-2.71232661849474
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2020,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2025,-3.53200000000001e-06,-4.07659661891786
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2030,-1.01351e-05,-10.2563609555778
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2035,0.00165875,949.376144688645
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2040,0.001391652,562.061082884353
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2045,0.0013131,495.733917245545
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2050,0.005278844,2109.96778396873
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2055,0.018601884,7815.39224253832
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2060,0.028186756,9916.39436540437
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2065,0.033271351,6700.51716950392
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2070,0.027412709,3957.99382319435
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2075,0.008593347,947.726287672336
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2080,0.00466951,389.573843253074
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2085,0.00590613,406.738655849925
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2090,0.00865949,409.585140548952
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2095,0.00843555,243.911289739623
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (conv CCS)",2100,0.00630038,124.125362995536
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2020,0,NA
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2025,-1.2163e-06,-1.52800355776213
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2030,-6.903e-06,-5.46283326606681
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2035,0.001512686,646.961259804802
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2040,0.00243614,641.275105951723
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2045,0.003402577,662.156450260089
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2050,0.011094974,1833.80119201489
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2055,0.024566902,3630.40854265862
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2060,0.030942063,3610.7745376848
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2065,0.03589131,2483.32929723446
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2070,0.03723613,1702.09080894285
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2075,0.0234802,761.256646349371
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2080,0.01606438,381.140357120826
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2085,0.0205221,374.702842849057
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2090,0.02730247,353.072161162214
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2095,0.0261591,222.401611957049
"Taiwan","Policy_NoDAC","electricity","biomass","biomass (IGCC CCS)",2100,0.0214312,129.626022947905
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2020,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2025,-4.27899999999999e-06,-1.12686219310188
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2030,-1.96999999999958e-07,-0.0305454770986383
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2035,0.00588371,570.524978667287
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2040,0.00876955,577.913605061122
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2045,0.01144221,566.30866769942
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2050,0.02195484,923.84639337502
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2055,0.02245618,891.146544334741
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2060,0.01514835,570.011853022521
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2065,0.01415101,443.982505514089
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2070,0.01354356,309.436945376116
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2075,0.01433756,248.974757928956
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2080,0.01476577,196.561648449221
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2085,0.01342296,146.10756021526
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2090,0.010035,87.4037557049786
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2095,0.0074196,50.6972962261959
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul CCS)",2100,0.005879,33.2923714656232
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2020,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2025,-4.80600000000002e-06,-2.17201686634821
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2030,-3.55899999999998e-06,-0.868203363037805
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2035,0.005892839,798.356773482939
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2040,0.01019278,818.947148527261
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2045,0.01606725,848.973607038123
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2050,0.03528432,1396.69078645281
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2055,0.04291249,1398.1607644964
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2060,0.03511606,946.284768818682
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2065,0.03439444,676.808097822451
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2070,0.03448696,471.304599758929
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2075,0.0369858,367.239581781895
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2080,0.0391427,288.431128370263
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2085,0.0377583,220.793277664725
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2090,0.0320209,147.253672040983
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2095,0.0271457,97.1161070127863
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC CCS)",2100,0.0240496,70.832658374739
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",1990,0,0
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2005,0,0
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2010,0,0
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2015,0,0
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2020,0,0
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2025,0.000540000000000096,0.100191848836494
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2030,0.00210399999999999,0.373384632311967
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2035,-0.07374,-12.9642945676195
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2040,-0.189159,-33.9805772920304
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2045,-0.345056,-65.2712858626423
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2050,-0.466004,-96.1080690899717
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2055,-0.425955029,-99.7735017169413
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2060,-0.360033731,-99.9591125017699
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2065,-0.299039496,-99.961389914927
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2070,-0.23231389,-99.9517652930395
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2075,-0.170248596,-99.9334335121682
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2080,-0.0873733884,-99.9392499985702
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2085,-0.0519459821,-99.9560930789243
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2090,-0.02832606376,-99.9709319093819
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2095,-0.01402366744,-99.9719655536229
"Taiwan","Policy_NoDAC","electricity","coal","coal (conv pul)",2100,-0.00684018929,-99.9735353697749
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2020,0,NA
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2025,-7.50000000000021e-05,-0.371647737408585
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2030,0.000295500000000004,0.825296813600233
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2035,-0.000607500000000004,-1.21685692366552
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2040,-0.0091338,-14.5828377284506
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2045,-0.0312822,-42.3420204169475
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2050,-0.07552131,-91.4847602745949
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2055,-0.087367923,-99.5654923349728
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2060,-0.089568628,-99.938440458896
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2065,-0.0923429965,-99.9516131476376
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2070,-0.0856252169,-99.9474927104174
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2075,-0.0744722836,-99.9344931838097
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2080,-0.0628307887,-99.9342931125253
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2085,-0.0442184991,-99.9525290746957
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2090,-0.02802168805,-99.9649967001409
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2095,-0.01566991693,-99.9662966341737
"Taiwan","Policy_NoDAC","electricity","coal","coal (IGCC)",2100,-0.0083241908,-99.9681848096037
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",1990,0,0
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2020,0,0
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2025,1.99999999998812e-08,0.000645334073312572
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2030,-9.99999999994061e-09,-0.000322610824881702
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2035,-4.32999999999987e-06,-0.139704008182198
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2040,-4.23000000000003e-06,-0.136505334357393
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2045,-4.8699999999997e-06,-0.157200222081618
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2050,-4.69999999999984e-06,-0.151776920220233
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2055,-3.80999999999992e-06,-0.123062412992288
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2060,-5.19999999999948e-07,-0.0168014552645081
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2065,1.24999999999995e-06,0.0404142296886148
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2070,5.39999999999829e-07,0.0174578183546274
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2075,-4.79999999999751e-07,-0.0155182614374356
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2080,-6.80000000000298e-07,-0.0219855541976339
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2085,-3.79999999999912e-07,-0.0122853300227573
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2090,1.53999999999996e-06,0.0497922627996819
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2095,7.0000000000018e-07,0.0226356278314803
"Taiwan","Policy_NoDAC","electricity","geothermal","geothermal",2100,4.00000000001961e-08,0.0012934058934103
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2020,-9.99999999994061e-09,-0.000241155617718683
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2025,-7.89800000000011e-05,-0.958459087097464
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2030,-4.67000000000002e-05,-0.368459256453956
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2035,0.0182579,97.942225679264
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2040,0.0404162,153.833446885931
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2045,0.0776673,214.813431907002
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2050,0.1395307,290.681085720595
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2055,0.1832489,302.081365465422
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2060,0.1895688,250.037327114785
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2065,0.182295,177.812350640357
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2070,0.17867,142.102709710259
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2075,0.182426,123.431780506783
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2080,0.189209,113.896931791504
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2085,0.191426,105.474100644109
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2090,0.182242,92.188543331782
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2095,0.156757,72.8736262714543
"Taiwan","Policy_NoDAC","electricity","nuclear","Gen_III",2100,0.132863,58.1459875097922
"Taiwan","Policy_NoDAC","electricity","solar","PV",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","solar","PV",2005,0,0
"Taiwan","Policy_NoDAC","electricity","solar","PV",2010,0,0
"Taiwan","Policy_NoDAC","electricity","solar","PV",2015,0,0
"Taiwan","Policy_NoDAC","electricity","solar","PV",2020,-1.99999999998812e-08,-0.000180810083415658
"Taiwan","Policy_NoDAC","electricity","solar","PV",2025,-0.000196620000000002,-0.914544381356921
"Taiwan","Policy_NoDAC","electricity","solar","PV",2030,-5.19200000000039e-05,-0.14003392424306
"Taiwan","Policy_NoDAC","electricity","solar","PV",2035,0.05197228,84.4825924240791
"Taiwan","Policy_NoDAC","electricity","solar","PV",2040,0.08176308,87.2499408556041
"Taiwan","Policy_NoDAC","electricity","solar","PV",2045,0.10035088,80.4515573633414
"Taiwan","Policy_NoDAC","electricity","solar","PV",2050,0.111586,75.9866911271003
"Taiwan","Policy_NoDAC","electricity","solar","PV",2055,0.1052518,64.7530842550877
"Taiwan","Policy_NoDAC","electricity","solar","PV",2060,0.08684679,50.6073337602726
"Taiwan","Policy_NoDAC","electricity","solar","PV",2065,0.0141984,8.03624187512311
"Taiwan","Policy_NoDAC","electricity","solar","PV",2070,-0.0243562,-14.7767638570459
"Taiwan","Policy_NoDAC","electricity","solar","PV",2075,-0.0428017,-29.1936993222965
"Taiwan","Policy_NoDAC","electricity","solar","PV",2080,-0.0487916,-37.7727285043527
"Taiwan","Policy_NoDAC","electricity","solar","PV",2085,-0.03798859,-33.8562667477322
"Taiwan","Policy_NoDAC","electricity","solar","PV",2090,-0.02109312,-22.0008532022726
"Taiwan","Policy_NoDAC","electricity","solar","PV",2095,-0.00107059999999999,-1.41473069505747
"Taiwan","Policy_NoDAC","electricity","solar","PV",2100,0.00853370000000001,13.4425302963762
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2005,0,NA
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2010,0,NA
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2015,0,NA
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2020,0,NA
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2025,-1.124e-05,-1.89350228854347
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2030,3.49999999999873e-07,0.0182730409994765
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2035,0.01118772,226.221115038378
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2040,0.0358344,335.182864091292
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2045,0.100218,470.220053488481
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2050,0.2429923,639.593121655519
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2055,0.3719286,621.90842145394
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2060,0.4043797,446.698583726497
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2065,0.385906,249.454427925016
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2070,0.358514,166.868669943402
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2075,0.314108,114.860550921677
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2080,0.201329,60.193800303766
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2085,0.0836,21.7054344072677
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2090,0.015295,3.50457117979974
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2095,-0.00522900000000004,-1.11652993854709
"Taiwan","Policy_NoDAC","electricity","solar","CSP_storage",2100,-0.00532500000000002,-1.07683876538667
"Taiwan","Policy_NoDAC","electricity","wind","wind",1990,0,NA
"Taiwan","Policy_NoDAC","electricity","wind","wind",2005,0,0
"Taiwan","Policy_NoDAC","electricity","wind","wind",2010,0,0
"Taiwan","Policy_NoDAC","electricity","wind","wind",2015,0,0
"Taiwan","Policy_NoDAC","electricity","wind","wind",2020,-9.99999999994061e-08,-0.000507412021095178
"Taiwan","Policy_NoDAC","electricity","wind","wind",2025,-0.000217700000000001,-0.66574007391336
"Taiwan","Policy_NoDAC","electricity","wind","wind",2030,-8.72999999999985e-05,-0.190050538639797
"Taiwan","Policy_NoDAC","electricity","wind","wind",2035,0.0319425,51.7082709761074
"Taiwan","Policy_NoDAC","electricity","wind","wind",2040,0.0539788,67.6540941475652
"Taiwan","Policy_NoDAC","electricity","wind","wind",2045,0.0731649,77.2999037513722
"Taiwan","Policy_NoDAC","electricity","wind","wind",2050,0.0888354,86.7100499653005
"Taiwan","Policy_NoDAC","electricity","wind","wind",2055,0.0892715,78.985111021454
"Taiwan","Policy_NoDAC","electricity","wind","wind",2060,0.0730254,57.6986711798198
"Taiwan","Policy_NoDAC","electricity","wind","wind",2065,0.0221556,14.8952920588158
"Taiwan","Policy_NoDAC","electricity","wind","wind",2070,-0.0030666,-1.91238309524686
"Taiwan","Policy_NoDAC","electricity","wind","wind",2075,-0.0106018,-6.36699621288101
"Taiwan","Policy_NoDAC","electricity","wind","wind",2080,-0.0099785,-5.854590706699
"Taiwan","Policy_NoDAC","electricity","wind","wind",2085,-0.00393950000000001,-2.31482977671985
"Taiwan","Policy_NoDAC","electricity","wind","wind",2090,0.00138070000000001,0.815470973320457
"Taiwan","Policy_NoDAC","electricity","wind","wind",2095,0.00850780000000001,5.18285402381197
"Taiwan","Policy_NoDAC","electricity","wind","wind",2100,0.00784219999999999,4.76881679563386
"China","NoDAC","electricity","biomass","biomass (conv CCS)",1990,0,NA
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2005,0,NA
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2010,0,NA
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2015,0,NA
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2020,0,NA
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2025,-2.99999999998218e-08,-0.00197801763071873
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2030,-6.30000000000162e-07,-0.0264137653451466
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2035,-0.00141000000000002,-0.941449832742438
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2040,-0.017842,-6.40556618642272
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2045,-0.096598,-20.8126136530125
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2050,-0.070348,-9.70631859982201
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2055,0.34941,33.8552617555011
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2060,0.64122,47.081714919269
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2065,1.75166,120.471801925722
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2070,2.15509,166.272413048175
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2075,2.10456,183.704893420157
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2080,1.563,141.121022788833
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2085,1.8993,157.40403102831
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2090,2.22109,170.165868607546
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2095,2.35714,161.641693811075
"China","NoDAC","electricity","biomass","biomass (conv CCS)",2100,2.4011,159.318165230142
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",1990,0,NA
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2005,0,NA
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2010,0,NA
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2015,0,NA
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2020,0,NA
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2025,0,0
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2030,-2.90000000000012e-07,-0.0112468053255567
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2035,-0.000181899999999999,-0.220250715300219
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2040,-0.00271200000000002,-1.66207023349882
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2045,-0.014035,-5.11889999270551
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2050,0.022148,5.67738760192664
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2055,0.0306149999999999,6.11252313534601
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2060,-0.021506,-3.50700961630973
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2065,0.05228,7.25992129067736
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2070,0.106744,14.1972106731785
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2075,0.136234,17.6659759377358
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2080,0.117494,14.7741761875901
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2085,0.145103,17.2648148919335
"China","NoDAC","electricity","biomass","biomass (IGCC CCS)",2090,0.153599,17.3935346814165
